"mono_rep1","mono_rep2","mono_rep3","ctrl_rep1","ctrl_rep2","repop_rep1","repop_rep2","repop_rep3"
"Pkp3",12,7,10,6,5,1,0,0
"Pkp4",125,57,83,64,80,95,59,164
"Pla1a",0,0,0,0,3,1,2,1
"Pla2g10",0,0,0,0,0,0,0,0
"Pla2g12a",126,76,94,82,84,67,47,77
"Pla2g12b",0,0,0,0,0,0,0,0
"Pla2g15",3507,2051,2500,7154,7294,6666,3229,4607
"Pla2g16",661,402,471,134,120,170,100,87
"Pla2g1b",0,0,0,0,0,0,0,0
"Pla2g2a",0,0,0,0,0,0,0,0
"Pla2g2c",0,0,0,0,0,0,0,0
"Pla2g2d",3,9,5,7,6,10,13,11
"Pla2g2e",0,0,0,0,0,0,0,0
"Pla2g2f",0,0,0,0,0,0,0,0
"Pla2g3",0,0,0,2,0,0,0,0
"Pla2g4a",1419,596,797,574,609,686,445,438
"Pla2g4b",0,0,4,3,6,3,0,9
"Pla2g4c",7,9,6,1,0,0,1,2
"Pla2g4d",0,0,0,0,0,0,0,0
"Pla2g4e",0,0,0,0,0,0,0,0
"Pla2g4f",0,0,0,0,0,0,0,0
"Pla2g5",1,0,0,1,1,1,0,0
"Pla2g6",53,23,46,31,45,29,16,75
"Pla2g7",1066,793,586,188,161,242,308,47
"Pla2r1",3,4,2,0,0,2,0,2
"Plaa",883,537,564,447,443,535,382,308
"Plac1",0,0,0,0,0,0,0,0
"Plac1l",0,1,0,0,0,0,0,0
"Plac8",234,103,75,2648,1109,345,69,124
"Plac8l1",0,0,0,0,0,0,0,0
"Plac9a",0,0,0,0,0,0,0,0
"Plac9b",0,0,0,0,0,0,0,0
"Plag1",2,0,0,7,3,1,0,0
"Plagl1",0,0,0,0,0,1,1,0
"Plagl2",591,334,381,262,333,347,221,352
"Plat",4,0,0,5,18,2,2,14
"Plau",5905,2905,3771,892,864,954,567,727
"Plaur",270,183,180,184,176,140,79,119
"Plb1",0,0,0,1,0,0,1,0
"Plbd1",2248,1137,1427,588,508,144,99,35
"Plbd2",2269,1223,1657,961,1036,1946,1079,1527
"Plcb1",3,1,2,5,4,4,0,10
"Plcb2",579,350,418,221,243,442,241,675
"Plcb3",530,271,429,175,212,299,136,506
"Plcb4",6,5,1,2,0,0,1,2
"Plcd1",40,24,32,106,108,92,67,113
"Plcd3",20,13,8,0,0,2,2,0
"Plcd4",1,0,0,0,1,1,1,3
"Plce1",1,0,2,0,0,1,1,1
"Plcg1",140,95,98,147,178,149,95,447
"Plcg2",3252,1608,2103,818,1009,1346,820,1887
"Plch1",0,0,1,0,0,0,0,1
"Plch2",0,0,0,0,0,0,0,0
"Plcl1",35,20,22,352,380,344,158,297
"Plcl2",772,446,437,1117,1290,1093,504,1253
"Plcxd1",0,1,0,1,2,2,0,4
"Plcxd2",30,9,10,12,6,8,7,12
"Plcxd3",0,0,0,0,0,0,0,0
"Plcz1",0,0,0,0,0,0,0,0
"Pld1",836,420,502,593,817,711,464,893
"Pld2",446,256,371,119,134,164,135,148
"Pld3",2698,1782,2294,1554,1736,3210,1804,2738
"Pld4",9480,5380,7214,7966,8425,12383,6194,10391
"Pld5",0,0,0,2,0,0,0,0
"Pld6",0,1,0,0,1,1,0,0
"Pldi",0,0,0,0,0,0,0,0
"Plec",75,47,75,11,24,19,13,42
"Plek",9011,5564,4826,7161,6342,8233,5662,4279
"Plek2",2,1,0,0,0,0,0,0
"Plekha1",848,487,510,501,543,649,410,364
"Plekha2",2048,1062,1230,1118,1150,1113,740,763
"Plekha3",302,162,186,216,185,230,131,130
"Plekha4",5,5,3,3,7,8,2,10
"Plekha5",35,27,44,29,32,36,12,33
"Plekha6",0,0,0,1,2,0,1,15
"Plekha7",3,1,1,4,4,0,0,1
"Plekha8",135,82,91,63,89,94,57,63
"Plekhb1",14,3,12,17,18,23,6,13
"Plekhb2",2480,1246,1453,1047,1048,1433,992,738
"Plekhd1",0,0,0,0,0,0,0,0
"Plekhf1",35,27,20,8,5,31,39,8
"Plekhf2",941,555,480,582,560,941,691,422
"Plekhg1",22,11,19,4,3,1,0,0
"Plekhg2",144,55,76,50,65,50,37,125
"Plekhg3",70,45,49,10,15,3,2,7
"Plekhg4",0,1,0,2,1,1,1,5
"Plekhg5",64,61,73,57,85,100,60,212
"Plekhg6",8,4,6,12,12,12,11,10
"Plekhh1",1,2,0,3,4,1,1,5
"Plekhh2",11,7,6,6,8,32,12,53
"Plekhh3",87,50,96,34,40,42,21,45
"Plekhj1",621,281,375,318,262,391,286,265
"Plekhm1",598,332,384,149,249,274,164,320
"Plekhm2",429,286,335,132,151,154,136,361
"Plekhm3",543,232,355,285,346,368,185,372
"Plekhn1",9,2,2,1,0,5,6,15
"Plekho1",2521,1328,1809,1489,1914,1886,1174,2073
"Plekho2",1711,899,1179,531,577,803,561,903
"Plekhs1",0,0,0,1,0,0,0,0
"Plg",0,0,0,0,0,0,0,0
"Plgrkt",429,260,292,154,148,323,248,135
"Plin1",0,0,0,0,0,0,0,0
"Plin2",1721,900,1193,393,383,571,458,227
"Plin3",796,448,531,128,154,237,214,167
"Plin4",0,0,0,2,0,0,0,0
"Plin5",0,0,0,0,0,1,0,0
"Plk1",668,253,479,42,32,37,29,30
"Plk1s1",144,76,78,31,42,107,63,61
"Plk2",20,11,19,12,20,24,19,26
"Plk3",981,517,810,255,265,426,456,482
"Plk4",307,133,176,34,28,33,19,39
"Plk5",0,0,0,0,0,0,1,0
"Pllp",0,0,0,4,10,0,0,3
"Pln",2,0,0,3,2,0,0,2
"Plod1",1710,1108,1546,2131,2423,2418,1429,2832
"Plod2",1,0,2,2,1,2,2,0
"Plod3",1568,855,1274,1831,2071,1926,1130,2495
"Plp1",8,8,1,10,25,4,8,14
"Plp2",1810,772,1117,169,171,225,323,31
"Plrg1",663,288,375,330,315,337,218,266
"Pls1",0,0,0,0,0,1,1,0
"Pls3",229,123,117,197,248,220,138,149
"Plscr1",196,98,117,88,55,51,37,33
"Plscr2",0,0,0,3,2,0,0,2
"Plscr3",424,222,282,422,362,271,150,332
"Plscr4",7,3,6,6,5,0,0,0
"Plscr5",0,0,0,0,0,0,0,0
"Pltp",720,425,461,194,312,374,358,158
"Plvap",2,4,7,5,28,12,8,29
"Plxdc1",692,419,499,731,855,808,468,918
"Plxdc2",2078,1356,1483,3614,3787,4093,1938,5010
"Plxna1",646,353,455,11,25,27,35,14
"Plxna2",15,3,11,1,0,5,5,3
"Plxna3",21,10,20,21,30,20,18,39
"Plxna4",96,68,66,146,259,174,76,438
"Plxnb1",2,1,4,3,4,2,2,9
"Plxnb2",9662,5149,6749,4072,5069,7993,4100,9752
"Plxnb3",24,16,20,56,37,52,32,65
"Plxnc1",748,478,543,33,34,67,45,34
"Plxnd1",714,391,561,54,67,130,129,131
"Pm20d1",4,3,2,1,1,0,0,0
"Pm20d2",0,0,0,0,0,1,0,0
"Pmaip1",214,145,182,124,137,223,188,134
"Pmch",0,0,0,0,0,0,0,0
"Pmel",8,10,3,2,1,6,1,13
"Pmepa1",9302,5694,6257,2616,2759,2414,1601,2734
"Pmf1",514,251,432,102,75,109,76,107
"Pmfbp1",0,0,0,0,0,0,0,0
"Pml",570,286,399,198,270,557,249,272
"Pmm1",149,66,110,72,41,103,91,57
"Pmm2",507,268,323,205,241,192,137,207
"Pmp2",0,0,0,0,0,0,0,0
"Pmp22",979,641,543,2890,2800,2997,1675,2360
"Pmpca",852,452,567,361,395,436,272,385
"Pmpcb",652,339,412,340,310,421,323,210
"Pms1",80,59,51,41,54,30,25,26
"Pms2",117,63,61,56,49,50,34,48
"Pmvk",161,72,154,84,69,93,59,57
"Pnck",11,9,11,3,14,8,3,3
"Pnkd",200,102,157,139,137,144,102,109
"Pnkp",546,246,382,366,330,254,152,253
"Pnldc1",0,0,0,3,1,4,0,0
"Pnlip",0,0,0,0,0,0,0,0
"Pnliprp1",0,0,0,0,0,0,0,0
"Pnliprp2",0,0,0,0,0,0,0,0
"Pnma1",3,0,0,4,3,0,0,2
"Pnma2",2,0,0,24,46,3,0,3
"Pnma3",0,0,0,1,0,0,0,0
"Pnma5",0,0,0,0,0,3,0,0
"Pnmal1",0,0,0,0,0,3,0,0
"Pnmal2",5,2,4,0,3,1,0,2
"Pnmt",0,0,0,0,0,0,0,0
"Pnn",430,218,299,52,94,175,80,181
"Pno1",525,278,337,237,185,254,207,152
"Pnoc",0,0,1,0,0,0,0,0
"Pnp",3561,1773,2221,3613,3509,2044,1411,1341
"Pnp2",33,21,29,36,24,8,11,13
"Pnpla1",6,5,3,5,4,5,1,11
"Pnpla2",620,330,427,437,558,519,316,652
"Pnpla3",0,1,3,0,1,0,1,0
"Pnpla5",0,0,0,0,0,0,0,0
"Pnpla6",129,58,112,91,109,87,58,103
"Pnpla7",1447,947,1092,931,1021,1929,968,1788
"Pnpla8",563,350,389,470,500,616,435,301
"Pnpo",466,241,261,500,440,451,296,381
"Pnpt1",380,202,206,170,175,267,163,132
"Pnrc1",600,419,403,943,1087,1100,635,790
"Pnrc2",1211,721,743,1071,1035,979,630,495
"Poc1a",123,60,99,38,22,26,22,32
"Poc1b",638,318,392,298,295,306,174,252
"Poc5",130,56,84,74,90,83,43,64
"Podn",0,0,0,0,1,0,1,1
"Podnl1",0,1,0,0,0,0,0,0
"Podxl",5,1,4,14,44,3,8,32
"Podxl2",2,0,0,9,18,5,0,11
"Pof1b",0,0,0,0,0,0,0,1
"Pofut1",802,381,467,538,608,721,346,459
"Pofut2",607,327,456,251,307,411,248,415
"Pogk",666,333,315,188,229,308,194,274
"Poglut1",560,303,284,517,573,484,327,293
"Pogz",341,198,199,156,225,196,106,314
"Pola1",492,249,281,45,47,51,27,25
"Pola2",319,164,296,103,117,86,75,114
"Polb",269,155,166,143,135,167,121,83
"Pold1",518,206,371,93,103,78,57,77
"Pold2",382,182,332,156,164,107,74,116
"Pold3",314,156,253,160,155,168,100,146
"Pold4",1018,525,682,375,298,987,678,558
"Poldip2",636,349,389,383,391,352,238,299
"Poldip3",996,513,658,512,785,664,384,661
"Pole",337,155,227,22,11,14,13,27
"Pole2",133,82,88,23,25,24,15,11
"Pole3",205,95,126,45,64,67,49,56
"Pole4",680,354,425,398,367,336,261,169
"Polg",595,295,350,218,227,335,222,325
"Polg2",70,33,46,50,33,29,33,28
"Polh",314,141,195,80,110,91,33,28
"Poli",77,49,52,12,20,40,27,46
"Polk",77,41,53,46,50,61,45,44
"Poll",169,91,130,81,98,91,74,86
"Polm",145,75,72,117,131,80,54,133
"Poln",5,1,2,0,0,2,1,3
"Polq",69,32,40,1,3,3,4,2
"Polr1a",461,220,299,116,155,194,95,266
"Polr1b",380,136,234,139,120,145,69,91
"Polr1c",568,284,385,249,252,437,313,263
"Polr1d",1593,809,1095,587,517,1047,719,510
"Polr1e",133,60,63,70,53,59,35,61
"Polr2a",1959,1026,1395,526,734,747,394,1312
"Polr2b",1255,678,743,551,601,726,418,387
"Polr2c",508,259,352,244,222,241,139,144
"Polr2d",388,163,225,194,171,191,170,142
"Polr2e",956,470,688,520,461,498,374,459
"Polr2f",485,220,347,169,149,209,162,156
"Polr2g",643,317,399,479,522,478,308,249
"Polr2h",280,120,152,147,129,121,99,60
"Polr2i",217,110,162,128,85,133,87,87
"Polr2j",395,190,272,167,162,227,135,150
"Polr2k",234,113,149,147,108,127,103,75
"Polr2l",400,199,268,171,165,201,138,111
"Polr2m",1103,568,682,408,464,491,341,352
"Polr3a",186,113,132,64,84,90,50,166
"Polr3b",482,288,321,169,195,265,137,193
"Polr3c",482,253,392,137,159,232,169,153
"Polr3d",118,66,88,57,52,45,38,71
"Polr3e",323,171,200,142,131,147,80,178
"Polr3f",282,189,158,298,296,266,141,202
"Polr3g",73,38,34,25,23,29,21,25
"Polr3gl",173,110,139,130,142,181,122,127
"Polr3h",174,74,122,78,65,70,50,80
"Polr3k",468,232,233,222,212,247,186,111
"Polrmt",186,97,132,77,112,86,65,104
"Pom121",689,372,487,275,461,378,185,507
"Pom121l12",0,0,0,0,0,0,0,0
"Pom121l2",0,0,0,1,0,0,0,0
"Pomc",2,1,1,5,0,0,3,7
"Pomgnt1",448,219,293,251,248,306,198,294
"Pomp",2700,1410,1829,1118,1068,1896,1239,1060
"Pomt1",379,182,228,250,240,235,132,185
"Pomt2",297,191,179,329,398,318,224,216
"Pon1",0,0,0,2,0,0,0,0
"Pon2",1710,923,1008,1347,1290,1536,1020,920
"Pon3",1060,685,647,925,770,1426,901,655
"Pop1",154,53,90,36,46,38,24,20
"Pop4",322,162,179,93,101,118,80,61
"Pop5",269,138,161,107,115,123,98,80
"Pop7",198,96,121,108,119,99,69,60
"Popdc2",2,0,0,0,0,0,0,0
"Popdc3",0,0,1,0,0,0,0,0
"Por",716,362,471,672,620,627,317,567
"Porcn",32,21,24,55,66,46,22,59
"Postn",0,0,4,58,67,33,10,77
"Pot1a",293,156,185,247,194,174,130,136
"Pot1b",123,68,62,83,81,73,43,61
"Poteg",0,0,0,0,0,0,0,0
"Pou1f1",0,0,0,0,0,0,0,0
"Pou2af1",2,9,3,2,5,9,2,6
"Pou2f1",318,162,128,162,197,207,122,197
"Pou2f2",139,68,113,35,57,83,27,350
"Pou2f3",0,0,0,0,0,0,1,0
"Pou3f1",0,0,0,3,1,1,2,0
"Pou3f2",0,0,0,0,0,0,0,0
"Pou3f3",0,0,2,1,1,3,0,3
"Pou3f4",0,0,0,0,0,0,0,0
"Pou4f1",0,0,0,0,0,2,1,0
"Pou4f2",0,0,0,0,0,0,0,0
"Pou4f3",0,0,0,0,0,0,0,0
"Pou5f1",0,0,0,0,0,0,0,0
"Pou5f2",0,0,0,0,0,0,0,0
"Pou6f1",112,81,107,120,93,106,51,181
"Pou6f2",0,0,0,0,0,0,0,0
"Pp2d1",2,1,1,4,2,2,1,0
"Ppa1",476,192,273,147,131,152,104,65
"Ppa2",262,122,139,122,155,152,102,76
"Ppan",265,124,190,122,94,128,65,163
"Ppap2a",19,20,17,493,343,393,237,285
"Ppap2b",5,7,8,28,34,7,3,42
"Ppap2c",380,189,259,155,124,204,109,91
"Ppapdc1a",0,0,0,0,0,0,0,0
"Ppapdc1b",268,156,208,121,135,148,87,139
"Ppapdc2",187,110,131,285,270,280,153,147
"Ppapdc3",53,37,47,95,117,99,47,72
"Ppara",0,0,2,1,0,0,0,1
"Ppard",446,260,367,262,303,298,162,504
"Pparg",31,17,30,18,7,2,3,3
"Ppargc1a",0,0,1,1,1,1,0,5
"Ppargc1b",16,16,18,1,2,9,3,19
"Ppat",430,205,250,144,127,169,106,85
"Ppbp",31,18,14,0,0,0,1,0
"Ppcdc",528,238,372,554,552,515,238,341
"Ppcs",124,58,57,93,84,55,56,32
"Ppdpf",270,130,185,143,147,124,97,96
"Ppef1",0,0,0,0,0,0,0,0
"Ppef2",1,0,1,0,1,0,0,0
"Ppfia1",328,186,224,76,124,138,75,243
"Ppfia2",0,1,0,0,0,0,0,0
"Ppfia3",3,0,3,2,3,2,3,5
"Ppfia4",319,147,209,4201,3863,5769,3302,4139
"Ppfibp1",458,276,315,36,84,128,85,113
"Ppfibp2",98,55,74,41,74,71,29,125
"Pphln1",767,407,471,417,452,421,294,275
"Ppia",19579,9628,11933,6976,6240,8999,6099,4327
"Ppib",2938,1456,1747,1465,1243,2257,1411,1161
"Ppic",1,2,0,1,5,8,9,8
"Ppid",452,192,317,360,338,406,152,202
"Ppie",415,193,240,156,181,168,129,117
"Ppif",201,90,105,100,82,69,51,70
"Ppifos",2,0,1,0,0,0,1,2
"Ppig",286,183,218,45,74,111,59,207
"Ppih",252,122,183,71,71,83,60,29
"Ppil1",472,182,301,93,87,106,50,88
"Ppil2",740,383,462,391,415,374,296,377
"Ppil3",226,131,163,133,142,138,95,91
"Ppil4",373,177,172,129,208,180,141,182
"Ppil6",1,0,0,1,0,1,0,0
"Ppip5k1",164,90,105,54,84,57,52,90
"Ppip5k2",687,395,406,207,235,397,281,302
"Ppl",0,0,0,0,0,0,0,0
"Ppm1a",646,330,422,364,366,386,266,344
"Ppm1b",653,362,381,424,516,476,339,408
"Ppm1d",261,146,153,151,167,170,71,136
"Ppm1e",0,3,0,65,93,34,7,42
"Ppm1f",579,303,361,489,620,839,492,866
"Ppm1g",1698,797,1145,718,782,789,493,686
"Ppm1h",964,546,638,450,479,729,473,687
"Ppm1j",7,3,6,4,5,10,12,2
"Ppm1k",106,62,62,84,94,111,57,102
"Ppm1l",17,7,7,243,304,65,24,103
"Ppm1m",568,279,434,272,217,357,270,318
"Ppm1n",3,4,4,2,2,5,1,1
"Ppme1",441,203,252,323,355,339,219,191
"Ppox",180,100,120,129,150,110,64,137
"Ppp1ca",6335,3100,4243,3025,2821,3325,2476,2169
"Ppp1cb",2359,1481,1444,2004,2103,1887,1362,735
"Ppp1cc",4221,2121,2433,1934,2083,2355,1619,1251
"Ppp1r10",395,195,270,213,260,179,115,453
"Ppp1r11",453,183,275,308,273,276,193,239
"Ppp1r12a",268,163,190,83,114,157,74,238
"Ppp1r12b",18,9,11,5,6,14,10,16
"Ppp1r12c",617,344,477,240,297,362,257,486
"Ppp1r13b",165,81,121,120,132,156,82,152
"Ppp1r13l",23,14,22,9,16,10,4,9
"Ppp1r14a",0,0,0,0,1,0,0,0
"Ppp1r14b",1531,715,1123,703,599,779,544,677
"Ppp1r14c",0,0,0,0,1,0,0,0
"Ppp1r14d",0,0,0,0,1,0,1,0
"Ppp1r15a",131,139,231,258,394,587,295,1099
"Ppp1r15b",1436,721,864,932,904,979,623,697
"Ppp1r16a",205,100,123,65,74,103,65,172
"Ppp1r16b",19,16,9,9,24,11,2,25
"Ppp1r17",0,0,0,0,0,1,0,0
"Ppp1r18",4051,2142,3164,2456,2661,2789,1669,2991
"Ppp1r1a",5,7,10,0,4,5,1,0
"Ppp1r1b",5,1,2,12,18,6,8,10
"Ppp1r1c",0,0,0,0,0,0,0,0
"Ppp1r2",780,463,470,852,889,606,446,424
"Ppp1r2-ps3",1,1,1,1,0,2,0,0
"Ppp1r2-ps7",0,0,0,0,0,0,0,0
"Ppp1r2-ps9",0,0,0,0,0,0,0,0
"Ppp1r21",1097,546,769,525,610,579,342,588
"Ppp1r26",11,7,11,13,20,2,3,20
"Ppp1r27",2,0,2,0,1,1,0,1
"Ppp1r32",1,0,0,0,0,3,0,1
"Ppp1r35",180,88,121,184,159,86,90,90
"Ppp1r36",0,0,0,0,3,1,0,0
"Ppp1r37",168,94,143,86,106,91,52,164
"Ppp1r3a",0,0,0,0,0,0,0,0
"Ppp1r3b",229,165,169,376,338,355,184,333
"Ppp1r3c",1,0,6,4,6,2,0,0
"Ppp1r3d",183,79,115,123,79,187,183,122
"Ppp1r3e",51,31,32,8,5,11,10,5
"Ppp1r3f",23,4,21,13,7,13,6,29
"Ppp1r3g",1,0,0,1,0,0,0,0
"Ppp1r42",0,0,1,3,3,2,0,0
"Ppp1r7",665,352,423,327,350,322,220,351
"Ppp1r8",553,256,366,340,375,340,205,219
"Ppp1r9a",170,123,130,145,245,255,108,377
"Ppp1r9b",2240,1354,1826,848,1290,1577,827,2496
"Ppp2ca",2972,1406,1564,2106,2210,2199,1285,1225
"Ppp2cb",639,367,419,702,603,558,364,405
"Ppp2r1a",2663,1376,1774,1526,1692,1547,1041,1361
"Ppp2r1b",745,349,433,613,606,570,283,396
"Ppp2r2a",828,421,475,502,572,569,324,479
"Ppp2r2b",1,2,0,1,5,0,0,2
"Ppp2r2c",8,6,9,14,8,1,2,7
"Ppp2r2d",472,229,312,237,252,265,195,257
"Ppp2r3a",73,65,24,46,91,96,54,77
"Ppp2r3c",325,190,194,198,182,172,127,136
"Ppp2r3d",33,26,28,30,27,17,15,23
"Ppp2r4",3938,1923,2628,1514,1561,1752,1288,1267
"Ppp2r5a",758,405,414,384,417,451,248,227
"Ppp2r5b",178,87,145,82,88,98,75,66
"Ppp2r5c",2211,1216,1270,816,931,1180,830,910
"Ppp2r5d",618,346,446,174,218,186,172,277
"Ppp2r5e",532,268,316,339,336,287,211,249
"Ppp3ca",771,510,496,387,436,507,296,548
"Ppp3cb",1095,652,636,663,637,585,452,406
"Ppp3cc",193,80,148,31,30,49,28,31
"Ppp3r1",2239,1354,1309,2062,2122,2082,1411,987
"Ppp3r2",0,0,0,0,0,0,0,0
"Ppp4c",1479,707,970,808,781,732,645,604
"Ppp4r1",715,423,581,357,353,420,242,433
"Ppp4r1l-ps",26,14,11,8,9,11,6,25
"Ppp4r2",828,447,530,417,548,596,321,362
"Ppp4r4",1,0,4,2,2,2,0,2
"Ppp5c",688,349,495,319,335,287,213,390
"Ppp6c",755,402,353,580,614,581,353,329
"Ppp6r1",3371,1850,2317,1140,1505,1788,1272,2306
"Ppp6r2",93,48,65,41,80,56,34,79
"Ppp6r3",1377,800,842,819,852,714,521,684
"Pprc1",372,149,256,165,176,178,84,331
"Ppt1",3866,2105,2497,2867,2745,3865,2837,2415
"Ppt2",989,517,705,964,992,1174,719,734
"Pptc7",562,318,310,415,420,471,230,316
"Ppwd1",126,73,96,49,50,50,43,34
"Ppy",0,0,0,0,0,0,0,0
"Ppyr1",0,0,0,0,0,0,0,0
"Pqbp1",594,304,401,436,397,383,271,435
"Pqlc1",489,256,310,111,93,128,84,82
"Pqlc2",233,108,139,228,166,257,187,126
"Pqlc3",645,333,362,98,96,107,102,20
"Pradc1",104,45,56,52,26,41,24,26
"Praf2",188,56,121,115,122,75,65,62
"Pram1",84,44,49,28,44,13,21,13
"Prame",0,0,0,0,0,0,0,0
"Pramef12",0,0,0,0,0,0,0,0
"Pramef17",0,0,0,0,0,0,0,0
"Pramef6",0,0,0,0,0,0,0,0
"Pramef8",300,128,143,211,224,183,137,128
"Pramel1",0,0,0,0,0,0,0,0
"Pramel3",0,0,0,0,0,0,0,0
"Pramel4",0,0,0,0,0,0,0,0
"Pramel5",0,0,0,0,0,0,0,0
"Pramel6",0,0,0,0,0,0,0,0
"Pramel7",0,0,0,0,0,0,0,0
"Prap1",0,0,0,0,0,0,0,0
"Prb1",0,0,0,0,0,0,0,0
"Prc1",708,317,451,46,18,45,22,19
"Prcc",433,234,300,255,291,303,170,283
"Prcp",2808,1487,1805,2319,2426,2801,1699,1699
"Prdm1",258,172,179,108,170,225,150,146
"Prdm10",37,16,23,8,20,18,10,28
"Prdm11",13,6,8,7,9,19,6,16
"Prdm12",0,0,0,0,0,0,0,0
"Prdm13",0,0,0,0,0,0,0,0
"Prdm14",0,0,0,0,0,0,0,0
"Prdm15",44,27,34,21,36,22,14,44
"Prdm16",23,15,8,18,32,18,11,20
"Prdm2",464,260,328,123,200,320,136,492
"Prdm4",351,155,225,106,117,145,99,130
"Prdm5",9,4,1,4,3,5,2,5
"Prdm6",0,0,0,0,0,0,0,0
"Prdm8",1,0,1,1,0,0,0,0
"Prdm9",19,8,6,2,2,6,2,20
"Prdx1",10960,5712,6270,2344,1904,3196,2645,1049
"Prdx2",1916,965,1246,841,787,1054,766,582
"Prdx3",1135,550,610,686,699,862,684,417
"Prdx4",1919,999,1219,491,422,831,594,368
"Prdx5",3987,2338,3139,1734,1345,2012,1384,1228
"Prdx6",1246,635,747,459,391,481,357,269
"Prdx6b",0,0,0,0,0,0,0,0
"Preb",947,488,658,542,586,389,316,391
"Prelid1",3384,1591,2306,687,599,1222,820,743
"Prelid2",75,47,62,44,26,91,65,40
"Prelp",6,0,2,5,15,3,3,15
"Prep",997,471,645,219,249,280,204,230
"Prepl",191,94,104,94,128,127,86,73
"Prex1",4834,2680,3494,1928,2713,3018,1738,4573
"Prex2",44,28,22,32,27,34,38,8
"Prf1",10,0,4,58,18,1,0,2
"Prg2",3,1,0,627,124,219,77,20
"Prg3",0,0,0,12,3,10,1,1
"Prg4",0,0,0,0,0,1,0,1
"Prh1",0,0,0,0,0,0,0,0
"Prhoxnb",0,0,0,0,0,0,0,0
"Prickle1",1,0,1,39,34,12,12,41
"Prickle2",3,0,4,6,5,1,0,4
"Prickle3",334,133,178,55,77,86,77,60
"Prim1",286,153,196,38,30,33,27,31
"Prim2",285,136,207,109,117,70,37,37
"Prima1",0,0,0,1,1,0,0,0
"Prkaa1",526,332,307,385,422,420,221,242
"Prkaa2",2,0,1,2,6,2,3,0
"Prkab1",836,394,509,1138,1167,479,324,877
"Prkab2",34,25,11,27,17,21,23,18
"Prkaca",789,459,574,451,532,487,315,428
"Prkacb",2753,1626,1768,1132,1208,1201,843,744
"Prkag1",911,527,581,503,452,353,220,290
"Prkag2",277,132,141,56,54,64,59,49
"Prkag3",0,0,0,0,0,0,0,0
"Prkar1a",5148,2823,3244,4953,5180,4571,3202,3114
"Prkar1b",123,82,110,122,79,174,129,150
"Prkar2a",727,401,447,228,294,424,253,240
"Prkar2b",121,72,85,31,22,13,11,1
"Prkca",66,37,51,253,337,205,95,393
"Prkcb",4123,2320,2531,368,519,1291,925,1311
"Prkcd",3508,2164,2536,2018,2127,2139,1570,2559
"Prkcdbp",0,4,0,1,4,3,0,3
"Prkce",44,23,38,112,153,93,32,125
"Prkcg",3,0,1,1,2,1,1,3
"Prkch",302,165,208,166,184,149,95,182
"Prkci",471,242,251,185,287,283,143,156
"Prkcq",21,7,12,38,48,23,6,28
"Prkcsh",978,491,796,402,489,489,264,682
"Prkcz",18,11,21,9,12,5,5,13
"Prkd1",0,0,0,0,0,1,0,5
"Prkd2",167,83,105,136,171,102,68,124
"Prkd3",1353,729,825,956,1159,1372,809,820
"Prkdc",277,133,147,59,92,118,84,129
"Prkg1",2,4,4,11,18,4,3,1
"Prkg2",0,0,0,0,1,0,0,0
"Prkra",403,245,227,222,228,351,249,207
"Prkrip1",134,67,86,70,81,102,51,78
"Prkrir",673,388,351,291,285,320,196,220
"Prkx",403,232,206,317,344,324,184,207
"Prl",0,0,0,0,0,0,0,0
"Prl2a1",0,0,0,0,0,0,0,0
"Prl2b1",0,0,0,0,0,0,0,0
"Prl2c1",0,0,0,0,0,0,0,0
"Prl2c2",0,0,0,0,0,0,0,0
"Prl2c3",0,0,0,0,0,0,0,0
"Prl2c4",0,0,0,0,0,0,0,0
"Prl2c5",0,0,0,0,0,0,0,0
"Prl3a1",0,0,0,0,0,0,0,0
"Prl3b1",0,0,0,0,0,0,0,0
"Prl3c1",0,0,0,0,0,0,0,0
"Prl3d1",0,0,0,0,0,0,0,0
"Prl3d2",0,0,0,0,0,0,0,0
"Prl3d3",0,0,0,0,0,0,0,0
"Prl4a1",0,0,0,0,0,0,0,0
"Prl5a1",0,0,0,0,0,0,0,0
"Prl6a1",0,0,0,0,0,0,0,0
"Prl7a1",0,0,0,0,0,0,0,0
"Prl7a2",0,0,0,0,0,0,0,0
"Prl7b1",0,0,0,0,0,0,0,0
"Prl7c1",0,0,0,0,0,0,0,0
"Prl7d1",0,0,0,0,0,0,0,0
"Prl8a1",0,0,0,0,0,0,0,0
"Prl8a2",0,0,0,0,0,0,0,0
"Prl8a6",0,0,0,0,0,0,0,0
"Prl8a8",0,0,0,0,0,0,0,0
"Prl8a9",0,0,0,0,0,0,0,0
"Prlh",0,0,0,0,0,0,0,0
"Prlhr",0,0,0,0,0,0,0,0
"Prlr",6,0,0,2,6,1,5,9
"Prm1",0,0,0,0,0,0,0,0
"Prm2",0,0,0,0,0,0,0,0
"Prm3",0,0,0,0,0,0,0,0
"Prmt1",1291,592,776,454,438,455,312,444
"Prmt10",200,118,135,199,201,206,101,142
"Prmt2",280,153,176,148,213,189,106,189
"Prmt3",439,203,258,175,156,189,133,94
"Prmt5",799,379,528,292,319,279,174,275
"Prmt6",189,109,100,139,122,133,93,101
"Prmt7",457,230,301,184,205,185,118,153
"Prmt8",0,0,0,0,0,1,2,0
"Prnd",0,0,0,0,0,0,0,0
"Prnp",113,80,84,49,72,95,70,98
"Prob1",1,0,0,1,1,0,1,4
